facility_id,facility_name,district,legal_dong,address,phone,category_major,category_detail,facility_form,capacity_max_reported,current_occupancy_max_reported,staff_count_max_reported,latitude,longitude,designation_date,installation_date,status,source_as_of_date_latest,source_datasets,source_names,source_files,source_facility_codes,observation_count,source_count,entity_match_rule
fac_3acc7bb15f8261ec,대한어머니회재가노인지원서비스센터,미추홀구,학익동,인천광역시 미추홀구 매소홀로386번길 32 (학익동),032-868-9207,노인복지,재가노인복지시설,,,,,37.438773,126.664549,2008-05-29,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_3bcfed781e5b9b7b,(재활)도울주야간보호센터,미추홀구,주안동,"인천광역시 미추홀구 경인로 433, 10층 1001호 (주안동)",032-423-3723,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,장기요양기관 | 재가복지,42,,27,37.45823827,126.6884075,2022-05-06,2022-05-06,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700567,5,3,exact_normalized_district_name_address
fac_3d7599e13789c3ff,한빛재가복지센터,미추홀구,주안동,인천광역시 미추홀구 한나루로490번길 85 (주안동),032-212-6206,노인복지,방문목욕 | 방문요양 | 재가노인복지시설,재가복지,,,,37.4503158,126.6720633,2020-10-08,,,2026-06-30,incheon_elderly | michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv,,3,2,exact_normalized_district_name_address
fac_3e49f94ed462f0e5,온케어 재가복지센터,미추홀구,용현동,"인천광역시 미추홀구 능해길 12, 205호 (용현동)",032-891-6958,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,48,37.45932019,126.6383925,2024-07-01,2024-07-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700669,3,3,exact_normalized_district_name_address
fac_42ea77b65e17975b,두손모아 재가복지센터,미추홀구,주안동,"인천광역시 미추홀구 인주대로407번길 71, 1층 (주안동)",,노인복지,재가노인복지시설,,,,,37.45465415,126.6818823,2024-04-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_43a0c278c8a669a2,케어블 커뮤니티케어 인천 미추홀점,미추홀구,숭의동,"인천광역시 미추홀구 경인로 33, 2층 (숭의동, 행복아파트)",032-256-2000,노인복지,재가노인복지시설 | 재가노인복지시설 주야간보호 | 주야간보호,장기요양기관 | 재가복지,36,,11,37.46399176,126.6467421,2023-10-01,2023-10-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700634,3,3,exact_normalized_district_name_address
fac_4401beefeb2c0601,다조아플러스노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 인주대로 405-1, 2층 (주안동)",,노인복지,재가노인복지시설,,,,,37.451679,126.681714,2025-04-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_4497e8e6ec847e04,한가족재활요양원,미추홀구,도화동,"인천광역시 미추홀구 수봉북로12번길 28, 1층 (도화동)",032-872-5001,노인복지,노인의료복지시설,,29,,,37.46503188,126.6619557,2023-10-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_45cfc51f1b664a13,디엠디케이 복지센터,미추홀구,주안동,"인천광역시 미추홀구 구월로37번길 46, 3층 (주안동)",032-428-2004,노인복지,방문간호 | 방문목욕 | 방문요양 | 복지용구 | 재가노인복지시설 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 복지용구,장기요양기관 | 재가복지,,,160,37.45950428,126.6941699,2023-06-01,2023-06-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700621,9,3,exact_normalized_district_name_address
fac_46a7124be71215db,나섬재가복지센터,미추홀구,도화동,"인천광역시 미추홀구 염전로128번길 46, 1층 (도화동)",032-766-3178,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,30,37.47807983,126.6555412,2023-03-02,2023-03-02,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700612,3,3,exact_normalized_district_name_address
fac_4702e85483ded5be,푸름재가노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 인주대로251번길 76-3, 1층 101호 (주안동, 삼성탑스빌)",032-873-5300,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,26,37.45463847,126.6681197,2024-08-01,2024-08-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700670,5,3,exact_normalized_district_name_address
fac_49e32918ad317662,바른방문요양센터,미추홀구,관교동,"인천광역시 미추홀구 주승로 216-14, 102호 (관교동)",032-215-8182,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,40,37.44348982,126.6931266,2023-05-01,2023-05-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700614,3,3,exact_normalized_district_name_address
fac_49e9832add9f40e8,행복한요양원,미추홀구,주안동,"인천광역시 미추홀구 경원대로 858 (주안동,씨티프라자 7층)",0324356300,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,42,,25,37.4593647,126.6898433,2010-03-01,2010-03-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817000153,3,3,exact_normalized_district_name_address
fac_4d01fcf0a1921b33,해내기주간보호센터,연수구,동춘동,인천광역시 연수구 앵고개로 130(동춘동 산29-1),032-833-3051,장애인복지,장애인 지역사회 재활시설,장애인 지역사회 재활시설,15,15,6,37.412465,126.661116,,1994-07-01,,2026-03-09,yeonsu_disabled,인천광역시 연수구_장애인 복지시설 현황_20260309,yeonsu_disabled_facilities_20260316.csv,,1,1,exact_normalized_district_name_address
fac_4d1e7a7a39f2258f,수정노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 인주대로 405-1, 2층 (주안동)",032-421-1204,노인복지,재가노인복지시설,,,,,37.45152778,126.6817304,2021-02-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_4e54d98dfec99351,한사랑노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 미추홀대로578번길 26, 1층 (주안동)",032-233-0111,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,48,37.44876812,126.6812778,2023-06-01,2023-06-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700622,5,3,exact_normalized_district_name_address
fac_4f56cd27b3611e48,카네이션재가복지센터 (주)카네이션토탈케어,미추홀구,주안동,"인천광역시 미추홀구 주안로 108, 201호 (주안동)",032-425-0707,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,5,37.46366077,126.6817327,2024-01-01,2024-01-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700647,5,3,exact_normalized_district_name_address
fac_51bfb7cc2f8bc914,미추홀효요양원,미추홀구,주안동,"인천광역시 미추홀구 경원대로864번길 10, 3층 4층 (주안동)",0324268090,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,45,,29,37.45956503,126.6902005,2019-12-16,2019-12-16,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700475,3,3,exact_normalized_district_name_address
fac_524935e11db7507d,인천수봉요양원,미추홀구,도화동,인천광역시 미추홀구 수봉북로 28 (도화동),0322555100,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,99,,66,37.46326625,126.6633084,2022-11-01,2022-11-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700587,3,3,exact_normalized_district_name_address
fac_5323b8ec713b0dff,세심요양원,미추홀구,도화동,인천광역시 미추홀구 경인로 270-1 (도화동),0324729626,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,95,,61,37.46199148,126.6712693,2016-12-26,2016-12-26,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817000341,3,3,exact_normalized_district_name_address
fac_540ef17594566097,봄날재가복지센터,미추홀구,학익동,"인천광역시 미추홀구 소성로 173, 203호 (학익동)",032-241-8892,노인복지,재가노인복지시설,,,,,37.441952,126.667779,2025-02-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_5580bc1f5569f989,우슬재가노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 미추홀대로586번길 51, 1층 (주안동)",032-426-0929,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,3,37.4494451,126.682773,2024-05-01,2024-05-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700662,3,3,exact_normalized_district_name_address
fac_558d90ad1a225339,가연노인복지센터,미추홀구,숭의동,"인천광역시 미추홀구 미추로 62, 3층 (숭의동)",032-428-0529,노인복지,재가노인복지시설,,,,,37.46540496,126.645858,2020-08-03,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_5600c0e5f72a41ff,온누리참빛종합재가노인복지센터,미추홀구,숭의동,"인천광역시 미추홀구 경인로 120, 2층 19-1호 (숭의동)",032-432-5107,노인복지,재가노인복지시설,,,,,37.460793,126.658197,2025-04-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_56f63cf762e0a4a7,태양노인주야간보호센터,미추홀구,숭의동,"인천광역시 미추홀구 독배로 494, 2층 (숭의동)",032-886-5006,노인복지,재가노인복지시설,,70,,,37.46173239,126.6443383,2021-04-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_5797d05251174dc0,행복재가노인복지센터,미추홀구,학익동,"인천광역시 미추홀구 소성로 173, 203호 (학익동)",032-872-2006,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,16,37.44170403,126.6677391,2020-11-18,2020-11-18,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700498,5,3,exact_normalized_district_name_address
fac_599dbe6a11a1466e,희망나눔재가노인복지센터,미추홀구,용현동,"인천광역시 미추홀구 토금중로40번길 25, 2층 (용현동)",032-885-8319,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,9,37.45158148,126.6370845,2021-12-01,2021-12-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700546,5,3,exact_normalized_district_name_address
fac_5a18fe51dee080de,더나은재가복지센터,미추홀구,학익동,"인천광역시 미추홀구 주승로 22, 106호 (학익동, 정진프라자)",032-562-9832,노인복지,재가노인복지시설,,,,,37.44365373,126.6727799,2021-09-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_5a4f7bc4390fe216,평화의집,연수구,선학동,인천광역시 연수구 경원대로 588번길 5(선학동 33-6),032-427-4145,장애인복지,장애인 거주시설,장애인 거주시설,12,10,5,37.436514,126.69696,,2006-09-06,,2026-03-09,yeonsu_disabled,인천광역시 연수구_장애인 복지시설 현황_20260309,yeonsu_disabled_facilities_20260316.csv,,1,1,exact_normalized_district_name_address
fac_5ac563f71d386060,The 숲 요양원,미추홀구,숭의동,인천광역시 미추홀구 미추로 53 (숭의동),0327100086,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,49,,29,37.46466676,126.6457359,2021-08-01,2021-08-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700523,3,3,exact_normalized_district_name_address
fac_5b40004ebc7ddf75,가히노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 인하로298번길 29, 상가동 203호 (주안동)",032-424-2022,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,23,37.44660848,126.6814752,2022-08-01,2022-08-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700574,5,3,exact_normalized_district_name_address
fac_5b6de25e64afd983,수 재가복지센터,미추홀구,학익동,"인천광역시 미추홀구 재넘이길9번길 61, 1층 (학익동)",032-710-3652,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,33,37.4446338,126.6648821,2024-05-01,2024-05-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700660,3,3,exact_normalized_district_name_address
fac_5c88108c446d76c5,예사랑재가노인복지센터,미추홀구,문학동,"인천광역시 미추홀구 매소홀로535번길 8-1, 102호 (문학동)",032-433-7934,노인복지,방문간호 | 방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,24,37.43922991,126.681374,2020-12-29,2020-12-29,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700505,7,3,exact_normalized_district_name_address
fac_5d62e98eaf7822a4,경인의료재활센터병원,연수구,연수동,인천광역시 연수구 원인재로 263(연수동 220),032-899-4000,장애인복지,장애인 의료재활시설,장애인 의료재활시설,150,0,113,37.418596,126.688837,,2010-11-22,,2026-03-09,yeonsu_disabled,인천광역시 연수구_장애인 복지시설 현황_20260309,yeonsu_disabled_facilities_20260316.csv,,1,1,exact_normalized_district_name_address
fac_5d7be6382134eb7f,사랑나눔주간보호센터,연수구,선학동,인천광역시 연수구 선학2로 13 선학시영 상가내 (선학동 347),032-818-2075,장애인복지,장애인 지역사회 재활시설,장애인 지역사회 재활시설,12,11,5,37.43338,126.698362,,2006-03-17,,2026-03-09,yeonsu_disabled,인천광역시 연수구_장애인 복지시설 현황_20260309,yeonsu_disabled_facilities_20260316.csv,,1,1,exact_normalized_district_name_address
fac_5e339fb1b9a953b6,성심요양원,미추홀구,주안동,"인천광역시 미추홀구 미추홀대로657번길 1, 2층 (주안동)",032-872-9248,노인복지,노인의료복지시설,,46,,,37.4560139,126.6797616,2019-05-21,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_5e9561311140876b,미추홀돌봄의집,미추홀구,숭의동,"인천광역시 미추홀구 경인로34번길 20, 6층 (숭의동)",032-883-0310,노인복지,재가노인복지시설,,48,,,37.46303566,126.6472695,2022-08-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_5eb1e759fe788b61,가은재가복지센터,미추홀구,주안동,"인천광역시 미추홀구 경인로 372 (주안동, 아인애비뉴 2층 2150호)",032-721-5000,노인복지,재가노인복지시설 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관,,,98,37.4580182,126.6811632,2023-05-01,2023-05-01,,2026-06-10,michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700617,4,2,exact_normalized_district_name_address
fac_5eee7bdd74f7e656,행복드림 어르신주야간보호센터,미추홀구,주안동,"인천광역시 미추홀구 주안로 86, 301호 (주안동, 우신빌딩)",032-866-9797,노인복지,재가노인복지시설 | 재가노인복지시설 주야간보호 | 주야간보호,장기요양기관 | 재가복지,55,,14,37.46385022,126.6792217,2023-01-16,2023-01-16,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700606,3,3,exact_normalized_district_name_address
fac_5fc61a1ace47587e,동심원,연수구,동춘동,인천광역시 연수구 봉재산로 68(동춘동 325-4),032-818-4737,장애인복지,장애인 거주시설,장애인 거주시설,50,31,30,37.406015,126.665079,,2001-02-05,,2026-03-09,yeonsu_disabled,인천광역시 연수구_장애인 복지시설 현황_20260309,yeonsu_disabled_facilities_20260316.csv,,1,1,exact_normalized_district_name_address
fac_603004a394153385,인천간호센터,미추홀구,숭의동,"인천광역시 미추홀구 석정로 6, 2층 (숭의동, 인천한방병원)",032-554-7582,노인복지,재가노인복지시설,,,,,37.46028518,126.6420936,2023-01-02,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_63121372fe7705b9,인천은혜요양원,미추홀구,주안동,인천광역시 미추홀구 길파로29번길 53 (주안동),0328687076,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,61,,39,37.46871997,126.6766709,2008-05-30,2006-09-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817000004,3,3,exact_normalized_district_name_address
fac_63167f9304aafbcc,연세재활주야간보호센터,미추홀구,주안동,"인천광역시 미추홀구 구월로 17, 8층(주안동)",032-433-7001,노인복지,재가노인복지시설 | 재가노인복지시설 주야간보호 | 주야간보호,장기요양기관 | 재가복지,72,,10,37.45798834,126.6923315,2019-10-14,2019-10-14,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700448,3,3,exact_normalized_district_name_address
fac_65d91d1cd9322772,삼성한가족복지센터,미추홀구,용현동,인천광역시 미추홀구 한나루로501번길 15 (용현동),032-866-1977,노인복지,재가노인복지시설,,,,,37.451983,126.666376,2025-04-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_669a05cf2fe85257,예사랑요양원,미추홀구,숭의동,인천광역시 미추홀구 미추로 1 (숭의동),0328838511,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,55,,35,37.46030261,126.6478681,2015-12-01,2015-12-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817000302,3,3,exact_normalized_district_name_address
fac_66fc9e2ee4d8f142,사랑드림노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 한나루로 548-1, A동 1층 (주안동)",032-865-0008,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,35,37.45528619,126.6701092,2020-07-20,2020-07-20,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700494,5,3,exact_normalized_district_name_address
fac_6856c77a782e154e,하임재가복지센터,미추홀구,관교동,"인천광역시 미추홀구 인하로406번길 30, 1층 102호 (관교동)",032-429-8090,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,44,37.44606855,126.6917229,2022-04-01,2022-04-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700563,5,3,exact_normalized_district_name_address
