source_reference_date,source_district_name_2024,source_dong_name_2024,source_geography_type,mapping_status,mapping_method,current_candidate_count,current_candidate_admin_dong_codes_20260701,current_candidate_district_names_20260701,current_candidate_dong_names_20260701,recipient_count_living_all_ages,recipient_count_living_age_65_plus,recipient_count_living_age_75_plus,recipient_count_living_age_85_plus,recipient_count_medical_all_ages,recipient_count_medical_age_65_plus,recipient_count_medical_age_75_plus,recipient_count_medical_age_85_plus,recipient_count_housing_all_ages,recipient_count_housing_age_65_plus,recipient_count_housing_age_75_plus,recipient_count_housing_age_85_plus,recipient_count_education_all_ages,recipient_count_education_age_65_plus,recipient_count_education_age_75_plus,recipient_count_education_age_85_plus
2024-12-31,서구,가좌1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827558000,서해구,가좌1동,981,375,188,58,106,39,12,4,432,155,102,34,30,0,0,0
2024-12-31,서구,가좌2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827559000,서해구,가좌2동,399,182,98,47,46,16,7,1,298,137,95,40,24,0,0,0
2024-12-31,서구,가좌3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827560000,서해구,가좌3동,891,393,226,82,92,29,14,5,349,150,88,34,33,0,0,0
2024-12-31,서구,가좌4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827561000,서해구,가좌4동,354,169,98,40,21,8,3,1,182,69,37,10,15,0,0,0
2024-12-31,서구,검단4동,admin_dong_snapshot_2024,retired_legacy_unit_unresolved,no_current_admin_dong_equivalent_asserted,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,서구,검단동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2829051000,검단구,검단동,1205,383,178,52,126,43,27,2,650,174,110,46,64,0,0,0
2024-12-31,서구,불로대곡동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2829052000,검단구,불로대곡동,414,172,102,48,36,11,5,0,364,102,80,30,38,0,0,0
2024-12-31,서구,원당동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2829053000,검단구,원당동,503,148,77,28,24,12,4,1,329,62,37,12,33,0,0,0
2024-12-31,서구,당하동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2829054000,검단구,당하동,780,301,141,50,83,33,9,3,649,200,97,29,23,0,0,0
2024-12-31,서구,오류왕길동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2829055000,검단구,오류왕길동,625,302,166,67,60,23,11,5,377,145,93,42,25,0,0,0
2024-12-31,서구,마전동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2829056000,검단구,마전동,253,84,45,15,33,7,4,0,235,61,45,18,29,0,0,0
2024-12-31,서구,아라동,admin_dong_snapshot_2024,one_to_many_split_unresolved,pre_split_source_requires_nonpublic_allocation_key,2,2829057000|2829058000,검단구|검단구,아라1동|아라2동,1137,525,204,44,114,52,24,3,765,265,134,36,27,0,0,0
2024-12-31,강화군,강화군,district_named_non_admin_record,excluded_district_named_record,not_a_current_admin_dong,0,,,,462,254,190,115,16,14,11,2,0,0,0,0,0,0,0,0
2024-12-31,강화군,강화읍,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871025000,강화군,강화읍,1360,687,378,126,127,35,16,4,599,298,221,89,37,0,0,0
2024-12-31,강화군,선원면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871031000,강화군,선원면,156,83,45,18,9,5,1,0,115,74,63,37,8,0,0,0
2024-12-31,강화군,불은면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871032000,강화군,불은면,159,94,60,22,20,11,7,1,76,51,44,24,6,0,0,0
2024-12-31,강화군,길상면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871033000,강화군,길상면,209,108,56,24,11,4,2,0,86,33,24,9,11,0,0,0
2024-12-31,강화군,화도면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871034000,강화군,화도면,114,72,46,30,11,9,5,0,36,23,16,8,3,0,0,0
2024-12-31,강화군,양도면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871035000,강화군,양도면,98,54,35,19,12,10,5,1,51,31,24,16,6,0,0,0
2024-12-31,강화군,내가면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871036000,강화군,내가면,110,69,44,21,10,7,4,2,45,28,25,12,3,0,0,0
2024-12-31,강화군,하점면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871037000,강화군,하점면,142,72,41,16,9,5,1,1,41,36,31,18,0,0,0,0
2024-12-31,강화군,양사면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871038000,강화군,양사면,56,38,27,10,3,1,0,0,11,11,9,5,5,0,0,0
2024-12-31,강화군,송해면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871039000,강화군,송해면,109,62,39,20,5,2,2,0,43,25,24,15,5,0,0,0
2024-12-31,강화군,교동면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871040000,강화군,교동면,88,57,42,16,6,4,1,0,65,45,41,20,5,0,0,0
2024-12-31,강화군,삼산면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871041000,강화군,삼산면,72,56,35,19,5,4,2,1,26,22,18,8,4,0,0,0
2024-12-31,강화군,서도면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2871042000,강화군,서도면,18,14,7,5,4,3,1,1,2,2,2,1,0,0,0,0
2024-12-31,강화군,볼음출장소,admin_dong_snapshot_2024,one_to_one_mapped,documented_parent_prefix_alias,1,2871042500,강화군,서도면볼음출장소,5,5,5,2,0,0,0,0,2,1,1,1,0,0,0,0
2024-12-31,옹진군,옹진군,district_named_non_admin_record,excluded_district_named_record,not_a_current_admin_dong,0,,,,135,33,23,14,4,1,1,0,0,0,0,0,0,0,0,0
2024-12-31,옹진군,북도면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2872031000,옹진군,북도면,13,11,4,3,0,0,0,0,7,7,6,5,0,0,0,0
2024-12-31,옹진군,장봉출장소,admin_dong_snapshot_2024,one_to_one_mapped,documented_parent_prefix_alias,1,2872031500,옹진군,북도면장봉출장소,16,9,6,3,3,3,3,0,0,0,0,0,0,0,0,0
2024-12-31,옹진군,백령면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2872033000,옹진군,백령면,42,26,19,8,3,2,1,0,25,11,6,4,1,0,0,0
2024-12-31,옹진군,대청면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2872034000,옹진군,대청면,18,10,5,3,1,1,0,0,11,3,2,1,1,0,0,0
2024-12-31,옹진군,소청출장소,admin_dong_snapshot_2024,one_to_one_mapped,documented_parent_prefix_alias,1,2872034500,옹진군,대청면소청출장소,3,1,1,0,0,0,0,0,2,0,0,0,3,0,0,0
2024-12-31,옹진군,덕적면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2872035000,옹진군,덕적면,45,27,14,8,2,2,0,0,28,11,8,2,1,0,0,0
2024-12-31,옹진군,영흥면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2872036000,옹진군,영흥면,166,90,44,16,10,3,1,0,93,37,16,4,17,0,0,0
2024-12-31,옹진군,자월면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2872037000,옹진군,자월면,11,8,6,3,0,0,0,0,1,1,0,0,0,0,0,0
2024-12-31,옹진군,자월면 이작출장소,admin_dong_snapshot_2024,one_to_one_mapped,unique_normalized_punctuation_name,1,2872037500,옹진군,자월면이작출장소,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,옹진군,연평면,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2872038000,옹진군,연평면,26,12,6,3,2,1,1,0,11,5,0,0,3,0,0,0
